Clave de idioma;Plan de cuentas;Cuenta de mayor;Texto breve;Texto explicativo;Texto explicativo
ES;XSON;6711000037;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Bahamas;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000038;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Italia;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000041;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Korea;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000042;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Israel;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000043;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Rusia;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000044;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Rep.Checa;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000045;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/US Virgin Island;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000046;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Eslovenia;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000047;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Hungria;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000048;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Rumania;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000049;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Tailandia;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000050;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Chipre;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000051;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Bulgaria;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000052;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Trinidad;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000053;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Grecia;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000099;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Other;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711095000;AxI-Ventas de servic;AxI-Ventas de servicios-conexion internet;AXI-VENTAS DE SERVICIOS-C
ES;XSON;6712000001;Acceso Digital a Ema;Acceso Digital a Email & Internet/Argentina;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000002;Acceso Digital a Ema;Acceso Digital a Email & Internet/Chile;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000003;Acceso Digital a Ema;Acceso Digital a Email & Internet/Uruguay;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000004;Acceso Digital a Ema;Acceso Digital a Email & Internet/Paraguay;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000005;Acceso Digital a Ema;Acceso Digital a Email & Internet/Bolivia;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000006;Acceso Digital a Ema;Acceso Digital a Email & Internet/Brasil;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000007;Acceso Digital a Ema;Acceso Digital a Email & Internet/Mexico;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000008;Acceso Digital a Ema;Acceso Digital a Email & Internet/Ecuador;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000009;Acceso Digital a Ema;Acceso Digital a Email & Internet/Peru;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000010;Acceso Digital a Ema;Acceso Digital a Email & Internet/Colombia;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000011;Acceso Digital a Ema;Acceso Digital a Email & Internet/Venezuela;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000012;Acceso Digital a Ema;Acceso Digital a Email & Internet/Panama;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000013;Acceso Digital a Ema;Acceso Digital a Email & Internet/Nicaragua;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000014;Acceso Digital a Ema;Acceso Digital a Email & Internet/Guatemala;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000015;Acceso Digital a Ema;Acceso Digital a Email & Internet/El Salvador;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000016;Acceso Digital a Ema;Acceso Digital a Email & Internet/Costa Rica;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000017;Acceso Digital a Ema;Acceso Digital a Email & Internet/Honduras;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000018;Acceso Digital a Ema;Acceso Digital a Email & Internet/E.E.U.U.;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000019;Acceso Digital a Ema;Acceso Digital a Email & Internet/Espa§a;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000020;Acceso Digital a Ema;Acceso Digital a Email & Internet/Francia;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000021;Acceso Digital a Ema;Acceso Digital a Email & Internet/Inglaterra;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000022;Acceso Digital a Ema;Acceso Digital a Email & Internet/Japon;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000023;Acceso Digital a Ema;Acceso Digital a Email & Internet/Australia;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000024;Acceso Digital a Ema;Acceso Digital a Email & Internet/Puerto Rico;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000025;Acceso Digital a Ema;Acceso Digital a Email & Internet/Caribe;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000026;Acceso Digital a Ema;Acceso Digital a Email & Internet/Rep.Dominicana;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000027;Acceso Digital a Ema;Acceso Digital a Email & Internet/British Virgin;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000030;Acceso Digital a Ema;Acceso Digital a Email & Internet/Portugal;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000031;Acceso Digital a Ema;Acceso Digital a Email & Internet/Aruba;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000032;Acceso Digital a Ema;Acceso Digital a Email & Internet/Belgica;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000033;Acceso Digital a Ema;Acceso Digital a Email & Internet/Curacao;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000035;Acceso Digital a Ema;Acceso Digital a Email & Internet/Ant.Holandesas;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000036;Acceso Digital a Ema;Acceso Digital a Email & Internet/Jamaica;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000037;Acceso Digital a Ema;Acceso Digital a Email & Internet/Bahamas;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000038;Acceso Digital a Ema;Acceso Digital a Email & Internet/Italia;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000041;Acceso Digital a Ema;Acceso Digital a Email & Internet/Korea;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000042;Acceso Digital a Ema;Acceso Digital a Email & Internet/Israel;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000043;Acceso Digital a Ema;Acceso Digital a Email & Internet/Rusia;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000044;Acceso Digital a Ema;Acceso Digital a Email & Internet/Rep.Checa;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000045;Acceso Digital a Ema;Acceso Digital a Email & Internet/US Virgin Island;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000046;Acceso Digital a Ema;Acceso Digital a Email & Internet/Eslovenia;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000047;Acceso Digital a Ema;Acceso Digital a Email & Internet/Hungria;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000048;Acceso Digital a Ema;Acceso Digital a Email & Internet/Rumania;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000049;Acceso Digital a Ema;Acceso Digital a Email & Internet/Tailandia;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000050;Acceso Digital a Ema;Acceso Digital a Email & Internet/Chipre;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000051;Acceso Digital a Ema;Acceso Digital a Email & Internet/Bulgaria;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000052;Acceso Digital a Ema;Acceso Digital a Email & Internet/Trinidad;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000053;Acceso Digital a Ema;Acceso Digital a Email & Internet/Grecia;ACCESO DIGITAL A EMAIL &
ES;XSON;6712000099;Acceso Digital a Ema;Acceso Digital a Email & Internet/Other;ACCESO DIGITAL A EMAIL &
ES;XSON;6719000100;Impto.a las Vtas.-Co;Impto.a las Vtas.-Conexi¢n Internet;IMPTO.A LAS VTAS.-CONEXI‡
ES;XSON;6719095000;AxI-Impuesto a las v;AxI-Impuesto a las ventas-conexion internet;AXI-IMPUESTO A LAS VENTAS
ES;XSON;6721000001;Servicios Creativos/;Servicios Creativos/Argentina;SERVICIOS CREATIVOS/ARGEN
ES;XSON;6721000002;Servicios Creativos/;Servicios Creativos/Chile;SERVICIOS CREATIVOS/CHILE
ES;XSON;6721000003;Servicios Creativos/;Servicios Creativos/Uruguay;SERVICIOS CREATIVOS/URUGU
ES;XSON;6721000004;Servicios Creativos/;Servicios Creativos/Paraguay;SERVICIOS CREATIVOS/PARAG
ES;XSON;6721000005;Servicios Creativos/;Servicios Creativos/Bolivia;SERVICIOS CREATIVOS/BOLIV
ES;XSON;6721000006;Servicios Creativos/;Servicios Creativos/Brasil;SERVICIOS CREATIVOS/BRASI
ES;XSON;6721000007;Servicios Creativos/;Servicios Creativos/Mexico;SERVICIOS CREATIVOS/MEXIC
ES;XSON;6721000008;Servicios Creativos/;Servicios Creativos/Ecuador;SERVICIOS CREATIVOS/ECUAD
ES;XSON;6721000009;Servicios Creativos/;Servicios Creativos/Peru;SERVICIOS CREATIVOS/PERU
ES;XSON;6721000010;Servicios Creativos/;Servicios Creativos/Colombia;SERVICIOS CREATIVOS/COLOM
ES;XSON;6721000011;Servicios Creativos/;Servicios Creativos/Venezuela;SERVICIOS CREATIVOS/VENEZ
ES;XSON;6721000012;Servicios Creativos/;Servicios Creativos/Panama;SERVICIOS CREATIVOS/PANAM
ES;XSON;6721000013;Servicios Creativos/;Servicios Creativos/Nicaragua;SERVICIOS CREATIVOS/NICAR
ES;XSON;6721000014;Servicios Creativos/;Servicios Creativos/Guatemala;SERVICIOS CREATIVOS/GUATE
ES;XSON;6721000015;Servicios Creativos/;Servicios Creativos/El Salvador;SERVICIOS CREATIVOS/EL SA
ES;XSON;6721000016;Servicios Creativos/;Servicios Creativos/Costa Rica;SERVICIOS CREATIVOS/COSTA
ES;XSON;6721000017;Servicios Creativos/;Servicios Creativos/Honduras;SERVICIOS CREATIVOS/HONDU
ES;XSON;6721000018;Servicios Creativos/;Servicios Creativos/E.E.U.U.;SERVICIOS CREATIVOS/E.E.U
ES;XSON;6721000019;Servicios Creativos/;Servicios Creativos/Espa§a;SERVICIOS CREATIVOS/ESPA•
ES;XSON;6721000020;Servicios Creativos/;Servicios Creativos/Francia;SERVICIOS CREATIVOS/FRANC
ES;XSON;6721000021;Servicios Creativos/;Servicios Creativos/Inglaterra;SERVICIOS CREATIVOS/INGLA
ES;XSON;6721000022;Servicios Creativos/;Servicios Creativos/Japon;SERVICIOS CREATIVOS/JAPON
ES;XSON;6721000023;Servicios Creativos/;Servicios Creativos/Australia;SERVICIOS CREATIVOS/AUSTR
ES;XSON;6721000024;Servicios Creativos/;Servicios Creativos/Puerto Rico;SERVICIOS CREATIVOS/PUERT
ES;XSON;6721000025;Servicios Creativos/;Servicios Creativos/Caribe;SERVICIOS CREATIVOS/CARIB
ES;XSON;6721000026;Servicios Creativos/;Servicios Creativos/Rep.Dominicana;SERVICIOS CREATIVOS/REP.D
ES;XSON;6721000027;Servicios Creativos/;Servicios Creativos/British Virgin;SERVICIOS CREATIVOS/BRITI
ES;XSON;6721000030;Servicios Creativos/;Servicios Creativos/Portugal;SERVICIOS CREATIVOS/PORTU
ES;XSON;6721000031;Servicios Creativos/;Servicios Creativos/Aruba;SERVICIOS CREATIVOS/ARUBA
ES;XSON;6721000032;Servicios Creativos/;Servicios Creativos/Belgica;SERVICIOS CREATIVOS/BELGI
ES;XSON;6721000033;Servicios Creativos/;Servicios Creativos/Curacao;SERVICIOS CREATIVOS/CURAC
ES;XSON;6721000035;Servicios Creativos/;Servicios Creativos/Ant.Holandesas;SERVICIOS CREATIVOS/ANT.H
ES;XSON;6721000036;Servicios Creativos/;Servicios Creativos/Jamaica;SERVICIOS CREATIVOS/JAMAI
ES;XSON;6721000037;Servicios Creativos/;Servicios Creativos/Bahamas;SERVICIOS CREATIVOS/BAHAM
ES;XSON;6721000038;Servicios Creativos/;Servicios Creativos/Italia;SERVICIOS CREATIVOS/ITALI
ES;XSON;6721000041;Servicios Creativos/;Servicios Creativos/Korea;SERVICIOS CREATIVOS/KOREA
ES;XSON;6721000042;Servicios Creativos/;Servicios Creativos/Israel;SERVICIOS CREATIVOS/ISRAE
ES;XSON;6721000043;Servicios Creativos/;Servicios Creativos/Rusia;SERVICIOS CREATIVOS/RUSIA
ES;XSON;6721000044;Servicios Creativos/;Servicios Creativos/Rep.Checa;SERVICIOS CREATIVOS/REP.C
ES;XSON;6721000045;Servicios Creativos/;Servicios Creativos/US Virgin Island;SERVICIOS CREATIVOS/US VI
ES;XSON;6721000046;Servicios Creativos/;Servicios Creativos/Eslovenia;SERVICIOS CREATIVOS/ESLOV
ES;XSON;6721000047;Servicios Creativos/;Servicios Creativos/Hungria;SERVICIOS CREATIVOS/HUNGR
ES;XSON;6721000048;Servicios Creativos/;Servicios Creativos/Rumania;SERVICIOS CREATIVOS/RUMAN
ES;XSON;6721000049;Servicios Creativos/;Servicios Creativos/Tailandia;SERVICIOS CREATIVOS/TAILA
ES;XSON;6721000050;Servicios Creativos/;Servicios Creativos/Chipre;SERVICIOS CREATIVOS/CHIPR
ES;XSON;6721000051;Servicios Creativos/;Servicios Creativos/Bulgaria;SERVICIOS CREATIVOS/BULGA
ES;XSON;6721000052;Servicios Creativos/;Servicios Creativos/Trinidad;SERVICIOS CREATIVOS/TRINI
ES;XSON;6721000053;Servicios Creativos/;Servicios Creativos/Grecia;SERVICIOS CREATIVOS/GRECI
ES;XSON;6721000099;Servicios Creativos/;Servicios Creativos/Other;SERVICIOS CREATIVOS/OTHER
ES;XSON;6721095000;AxI-Servicios creati;AxI-Servicios creativos;AXI-SERVICIOS CREATIVOS
ES;XSON;6731000001;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Argentina;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000002;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Chile;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000003;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Uruguay;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000004;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Paraguay;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000005;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Bolivia;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000006;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Brasil;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000007;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Mexico;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000008;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Ecuador;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000009;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Peru;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000010;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Colombia;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000011;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Venezuela;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000012;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Panama;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000013;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Nicaragua;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000014;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Guatemala;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000015;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./El Salvador;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000016;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Costa Rica;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000017;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Honduras;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000018;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./E.E.U.U.;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000019;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Espa§a;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000020;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Francia;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000021;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Inglaterra;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000022;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Japon;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000023;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Australia;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000024;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Puerto Rico;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000025;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Caribe;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000026;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Rep.Dominicana;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000027;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./British Virgin;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000030;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Portugal;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000031;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Aruba;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000032;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Belgica;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000033;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Curacao;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000035;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Ant.Holandesas;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000036;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Jamaica;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000037;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Bahamas;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000038;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Italia;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000041;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Korea;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000042;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Israel;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000043;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Rusia;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000044;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Rep.Checa;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000045;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./US Virgin Island;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000046;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Eslovenia;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000047;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Hungria;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000048;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Rumania;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000049;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Tailandia;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000050;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Chipre;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000051;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Bulgaria;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000052;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Trinidad;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000053;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Grecia;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731000099;Vta.prod.ev.-Sponsor;Vta.prod.ev.-Sponsoring&Lic./Other;VTA.PROD.EV.-SPONSORING&L
ES;XSON;6731095000;AxI-Vtas.prod.evento;AxI-Vtas.prod.eventos-Sponsoring&Licencias;AXI-VTAS.PROD.EVENTOS-SPO
ES;XSON;6801000001;Vtas.Merchandising/A;Vtas.Merchandising/Argentina;VTAS.MERCHANDISING/ARGENT
ES;XSON;6801000002;Vtas.Merchandising/C;Vtas.Merchandising/Chile;VTAS.MERCHANDISING/CHILE
ES;XSON;6801000003;Vtas.Merchandising/U;Vtas.Merchandising/Uruguay;VTAS.MERCHANDISING/URUGUA
ES;XSON;6801000004;Vtas.Merchandising/P;Vtas.Merchandising/Paraguay;VTAS.MERCHANDISING/PARAGU
ES;XSON;6801000005;Vtas.Merchandising/B;Vtas.Merchandising/Bolivia;VTAS.MERCHANDISING/BOLIVI
ES;XSON;6801000006;Vtas.Merchandising/B;Vtas.Merchandising/Brasil;VTAS.MERCHANDISING/BRASIL
ES;XSON;6801000007;Vtas.Merchandising/M;Vtas.Merchandising/Mexico;VTAS.MERCHANDISING/MEXICO
ES;XSON;6801000008;Vtas.Merchandising/E;Vtas.Merchandising/Ecuador;VTAS.MERCHANDISING/ECUADO
ES;XSON;6801000009;Vtas.Merchandising/P;Vtas.Merchandising/Peru;VTAS.MERCHANDISING/PERU
ES;XSON;6801000010;Vtas.Merchandising/C;Vtas.Merchandising/Colombia;VTAS.MERCHANDISING/COLOMB
ES;XSON;6801000011;Vtas.Merchandising/V;Vtas.Merchandising/Venezuela;VTAS.MERCHANDISING/VENEZU
ES;XSON;6801000012;Vtas.Merchandising/P;Vtas.Merchandising/Panama;VTAS.MERCHANDISING/PANAMA
ES;XSON;6801000013;Vtas.Merchandising/N;Vtas.Merchandising/Nicaragua;VTAS.MERCHANDISING/NICARA
ES;XSON;6801000014;Vtas.Merchandising/G;Vtas.Merchandising/Guatemala;VTAS.MERCHANDISING/GUATEM
ES;XSON;6801000015;Vtas.Merchandising/E;Vtas.Merchandising/El Salvador;VTAS.MERCHANDISING/EL SAL
ES;XSON;6801000016;Vtas.Merchandising/C;Vtas.Merchandising/Costa Rica;VTAS.MERCHANDISING/COSTA
ES;XSON;6801000017;Vtas.Merchandising/H;Vtas.Merchandising/Honduras;VTAS.MERCHANDISING/HONDUR
ES;XSON;6801000018;Vtas.Merchandising/E;Vtas.Merchandising/E.E.U.U.;VTAS.MERCHANDISING/E.E.U.
ES;XSON;6801000019;Vtas.Merchandising/E;Vtas.Merchandising/Espa§a;VTAS.MERCHANDISING/ESPA•A
ES;XSON;6801000020;Vtas.Merchandising/F;Vtas.Merchandising/Francia;VTAS.MERCHANDISING/FRANCI
ES;XSON;6801000021;Vtas.Merchandising/I;Vtas.Merchandising/Inglaterra;VTAS.MERCHANDISING/INGLAT
ES;XSON;6801000022;Vtas.Merchandising/J;Vtas.Merchandising/Japon;VTAS.MERCHANDISING/JAPON
ES;XSON;6801000023;Vtas.Merchandising/A;Vtas.Merchandising/Australia;VTAS.MERCHANDISING/AUSTRA
ES;XSON;6801000024;Vtas.Merchandising/P;Vtas.Merchandising/Puerto Rico;VTAS.MERCHANDISING/PUERTO
ES;XSON;6801000025;Vtas.Merchandising/C;Vtas.Merchandising/Caribe;VTAS.MERCHANDISING/CARIBE
ES;XSON;6801000026;Vtas.Merchandising/R;Vtas.Merchandising/Rep.Dominicana;VTAS.MERCHANDISING/REP.DO
ES;XSON;6801000027;Vtas.Merchandising/B;Vtas.Merchandising/British Virgin;VTAS.MERCHANDISING/BRITIS
ES;XSON;6801000030;Vtas.Merchandising/P;Vtas.Merchandising/Portugal;VTAS.MERCHANDISING/PORTUG
ES;XSON;6801000031;Vtas.Merchandising/A;Vtas.Merchandising/Aruba;VTAS.MERCHANDISING/ARUBA
ES;XSON;6801000032;Vtas.Merchandising/B;Vtas.Merchandising/Belgica;VTAS.MERCHANDISING/BELGIC
ES;XSON;6801000033;Vtas.Merchandising/C;Vtas.Merchandising/Curacao;VTAS.MERCHANDISING/CURACA
ES;XSON;6801000035;Vtas.Merchandising/A;Vtas.Merchandising/Ant.Holandesas;VTAS.MERCHANDISING/ANT.HO
ES;XSON;6801000036;Vtas.Merchandising/J;Vtas.Merchandising/Jamaica;VTAS.MERCHANDISING/JAMAIC
ES;XSON;6801000037;Vtas.Merchandising/B;Vtas.Merchandising/Bahamas;VTAS.MERCHANDISING/BAHAMA
ES;XSON;6801000038;Vtas.Merchandising/I;Vtas.Merchandising/Italia;VTAS.MERCHANDISING/ITALIA
ES;XSON;6801000041;Vtas.Merchandising/K;Vtas.Merchandising/Korea;VTAS.MERCHANDISING/KOREA
ES;XSON;6801000042;Vtas.Merchandising/I;Vtas.Merchandising/Israel;VTAS.MERCHANDISING/ISRAEL
ES;XSON;6801000043;Vtas.Merchandising/R;Vtas.Merchandising/Rusia;VTAS.MERCHANDISING/RUSIA
ES;XSON;6801000044;Vtas.Merchandising/R;Vtas.Merchandising/Rep.Checa;VTAS.MERCHANDISING/REP.CH
ES;XSON;6801000045;Vtas.Merchandising/U;Vtas.Merchandising/US Virgin Island;VTAS.MERCHANDISING/US VIR
ES;XSON;6801000046;Vtas.Merchandising/E;Vtas.Merchandising/Eslovenia;VTAS.MERCHANDISING/ESLOVE
ES;XSON;6801000047;Vtas.Merchandising/H;Vtas.Merchandising/Hungria;VTAS.MERCHANDISING/HUNGRI
ES;XSON;6801000048;Vtas.Merchandising/R;Vtas.Merchandising/Rumania;VTAS.MERCHANDISING/RUMANI
ES;XSON;6801000049;Vtas.Merchandising/T;Vtas.Merchandising/Tailandia;VTAS.MERCHANDISING/TAILAN
ES;XSON;6801000050;Vtas.Merchandising/C;Vtas.Merchandising/Chipre;VTAS.MERCHANDISING/CHIPRE
